Ref,Val,Package,PosX,PosY,Rot,Side
"R2002","10k","R_0402_1005Metric",116.580000,-74.650000,-90.000000,top
"R3001","100k","R_0402_1005Metric",150.361000,-130.601000,180.000000,top
"R3002","11k","R_0402_1005Metric",150.361000,-131.661000,0.000000,top
"R3003","10k","R_0402_1005Metric",162.481000,-124.671000,90.000000,top
"R3004","10k","R_0402_1005Metric",166.921000,-115.191000,180.000000,top
"R3005","10k","R_0402_1005Metric",157.801000,-116.391000,-90.000000,top
"R3006","10k","R_0402_1005Metric",166.921000,-116.311000,180.000000,top
"R4003","R","R_0402_1005Metric",127.374492,-121.021000,-90.000000,top
"R4004","2.2k","R_0402_1005Metric",128.734492,-121.021000,90.000000,top
"R4005","10k","R_0402_1005Metric",114.954492,-120.760984,90.000000,top
"R4006","240R","R_0402_1005Metric",115.061000,-128.071000,90.000000,top
"R4007","240R","R_0402_1005Metric",121.491000,-114.871000,90.000000,top
"R4008","1k","R_0402_1005Metric",114.944492,-122.900984,-90.000000,top
"R5001","R","R_0402_1005Metric",148.514000,-74.486000,-90.000000,top
"R5002","R","R_0402_1005Metric",145.588000,-74.486000,-90.000000,top
"R5003","4.7k","R_0402_1005Metric",141.911000,-79.076000,0.000000,top
"R5004","1.5k","R_0402_1005Metric",127.851000,-91.626000,-90.000000,top
"R5008","22R","R_0402_1005Metric",144.186000,-79.076000,0.000000,top
"R5009","22R","R_0402_1005Metric",145.588000,-76.761000,-90.000000,top
"R5010","22R","R_0402_1005Metric",147.051000,-76.761000,-90.000000,top
"R5011","22R","R_0402_1005Metric",148.514000,-76.761000,-90.000000,top
"R5012","22R","R_0402_1005Metric",144.186000,-82.002000,0.000000,top
"R5013","22R","R_0402_1005Metric",144.186000,-80.539000,0.000000,top
"R5014","22R","R_0402_1005Metric",128.706000,-94.705000,0.000000,top
"R5015","22R","R_0402_1005Metric",128.706000,-93.301000,0.000000,top
"R5016","22R","R_0402_1005Metric",128.691000,-100.321000,0.000000,top
"R5017","22R","R_0402_1005Metric",128.706000,-98.917000,0.000000,top
"R5018","22R","R_0402_1005Metric",128.706000,-97.513000,0.000000,top
"R5019","22R","R_0402_1005Metric",128.706000,-96.109000,0.000000,top
"R5020","4.7k","R_0402_1005Metric",148.726000,-86.961000,-90.000000,top
"R5021","22R","R_0402_1005Metric",152.226000,-86.951000,90.000000,top
"R5022","4.7k","R_0402_1005Metric",151.059333,-86.951000,-90.000000,top
"R5023","2.49k","R_0402_1005Metric",153.601000,-86.941000,-90.000000,top
"R5024","4.7k","R_0402_1005Metric",149.892667,-86.951000,-90.000000,top
"R5025","510R","R_0402_1005Metric",171.911000,-94.731000,0.000000,top
"R5026","510R","R_0402_1005Metric",171.911000,-93.501000,0.000000,top
"R5032","R","R_0402_1005Metric",147.051000,-74.486000,-90.000000,top
"R5033","R","R_0402_1005Metric",141.911000,-82.002000,0.000000,top
"R5034","R","R_0402_1005Metric",141.911000,-80.539000,0.000000,top
"R6001","22R","R_0201_0603Metric",128.256000,-110.126000,0.000000,top
"R6002","10k","R_0402_1005Metric",131.421000,-101.461000,180.000000,top
"R6003","20k","R_0402_1005Metric",131.421000,-100.341000,0.000000,top
"R6004","49.9k","R_0402_1005Metric",141.451000,-113.636000,-90.000000,top
"R6005","49.9k","R_0402_1005Metric",139.251000,-113.636000,-90.000000,top
"R6006","49.9k","R_0402_1005Metric",137.051000,-113.636000,-90.000000,top
"R6007","49.9k","R_0402_1005Metric",134.851000,-113.636000,-90.000000,top
"R6008","49.9k","R_0402_1005Metric",133.751000,-113.636000,-90.000000,top
"R6009","49.9k","R_0402_1005Metric",140.351000,-113.636000,-90.000000,top
"R6010","49.9k","R_0402_1005Metric",138.151000,-113.636000,-90.000000,top
"R6011","49.9k","R_0402_1005Metric",135.951000,-113.636000,-90.000000,top
"R6014","22R","R_0402_1005Metric",111.251000,-96.651000,90.000000,top
"R6021","20k","R_0402_1005Metric",162.780000,-132.591000,0.000000,top
"R6022","10k","R_0402_1005Metric",161.190000,-133.101000,90.000000,top
"R6023","1k","R_0402_1005Metric",157.810000,-129.226000,0.000000,top
"R6024","10k","R_0402_1005Metric",132.351000,-71.580000,90.000000,top
"R6025","10k","R_0402_1005Metric",131.390000,-71.580000,90.000000,top
"R6026","10k","R_0402_1005Metric",130.440000,-71.580000,90.000000,top
"R6027","10k","R_0402_1005Metric",127.430000,-71.580000,90.000000,top
"R6028","10k","R_0402_1005Metric",125.660000,-71.580000,90.000000,top
"R6029","10k","R_0402_1005Metric",124.489000,-71.580000,90.000000,top
"R6031","10k","R_0402_1005Metric",122.701000,-80.791000,-90.000000,top
"R7001","2.2k","R_0402_1005Metric",121.771000,-139.811000,0.000000,top
"R7002","2.2k","R_0402_1005Metric",121.771000,-140.991000,0.000000,top
"R7003","2.2k","R_0402_1005Metric",121.771000,-142.171000,0.000000,top
"SW7001","SW_MEC_5E","1825910-6",151.941000,-139.626000,-90.000000,top
"SW7002","SW_MEC_5E","1825910-6",166.859402,-139.626000,-90.000000,top
"SW7003","SW_MEC_5E","1825910-6",159.461000,-139.626000,-90.000000,top
"SW7004","SW_MEC_5E","1825910-6",144.441000,-139.626000,-90.000000,top
"U1001","LMK1C1102PWR","SOP65P640X120-8N",150.086000,-95.639000,90.000000,top
"U1002","AM6231ASGGGAALW","BGA425C50P25X25_1300X1300X89",119.401000,-101.916000,90.000000,top
"U1003","SN74LVC2G241DCUR","SOP50P310X90-8N",106.141000,-137.476000,90.000000,top
"U1004","AT24C32D-STUM-T","SOT-23-5",123.882000,-90.085500,180.000000,top
"U2001","MGM240PB32VNA3","MGM240PB32VNA3",106.701000,-76.701000,90.000000,top
"U4001","K4AAG165WA-BCWE","FBGA-96_9x13mm_Layout9x16_P0.8mm",121.034492,-126.176000,180.000000,top
"U5001","HR911130A","HR911130A",171.255000,-81.966000,-90.000000,top
"U5002","RTL8211F-CG","QFN-40-1EP_5x5mm_P0.4mm_EP3.6x3.6mm",151.711000,-81.711500,180.000000,top
"U5003","TPD4E05U06DQA","USON-10_2.5x1.0mm_P0.5mm",157.741000,-80.126000,180.000000,top
"U5004","TPD4E05U06DQA","USON-10_2.5x1.0mm_P0.5mm",157.741000,-83.301000,180.000000,top
"U6001","TVS0500DRVR","WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm",171.001000,-112.888500,90.000000,top
"U6002","SDINBDG4-16G","LFBGA-153_11.5x13mm_Layout14x14_P0.5mm",140.051000,-122.426000,0.000000,top
"U6003","TPD3S014","SOT-23-6",162.152500,-130.176000,0.000000,top
"U6004","TPS22918DBVR","SOT95P280X145-6N",128.001000,-75.450000,0.000000,top
"X1001","ECS-2520MV-250-CN-TR","ECS2520MV250CNTR",149.661000,-103.702000,90.000000,top
"X1003","32.768kHz","FC-135R 32.7680KA-A3",108.590000,-109.851000,90.000000,top
